Density of gas,Density of liquid,Viscosity of gas,Viscosity of liquid,Surface tension of liquid, Inner diameter,Packing height ,Particle diameter,Bed Porosity,Superficial Gas Velocity ,Superficial Liquid Velocity ,Liquid Holdup 
1.184,1002.2,0.0000182,0.006,5.49E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.004573272135,0.1391752577
1.184,1002.2,0.0000182,0.006,5.49E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.008130261573,0.1716494845
1.184,1002.2,0.0000182,0.006,5.49E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.009885658958,0.1886597938
1.184,1002.2,0.0000182,0.006,5.49E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.01164105634,0.1855670103
1.184,1002.2,0.0000182,0.006,5.33E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.0007853093565,0.08350515464
1.184,1002.3,0.0000182,0.009,5.33E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.004295675502,0.1484536082
1.184,1002.3,0.0000182,0.009,5.33E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.007852310057,0.1840206186
1.184,1002.3,0.0000182,0.009,5.33E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.009607532305,0.1948453608
1.184,1002.3,0.0000182,0.009,5.33E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.01136275455,0.1902061856
1.184,1002.3,0.0000182,0.009,5.30E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.0006004707691,0.08969072165
1.184,1002.4,0.0000182,0.012,5.30E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.004064319707,0.162371134
1.184,1002.4,0.0000182,0.012,5.30E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.007574413999,0.1932989691
1.184,1002.4,0.0000182,0.012,5.30E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.009283275694,0.2010309278
1.184,1002.4,0.0000182,0.012,5.30E-02,0.1016,2.080657028,0.00368,0.41,0.4469466069,0.01099213739,0.2118556701
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.002797202797,0.002,0.2
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.04755244755,0.002,0.1758064516
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.09883449883,0.002,0.1516129032
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.1351981352,0.002,0.1338709677
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.2013986014,0.002,0.1112903226
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.303962704,0.002,0.09032258065
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.3664335664,0.002,0.08387096774
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.002797202797,0.004,0.2951612903
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.05407925408,0.004,0.2306451613
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.1025641026,0.004,0.1790322581
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.151981352,0.004,0.1758064516
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.2013986014,0.004,0.1596774194
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.2965034965,0.004,0.1338709677
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.3132867133,0.004,0.1258064516
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.358041958,0.004,0.1241935484
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.002797202797,0.0095,0.4709677419
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.05034965035,0.0095,0.2983870968
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.1062937063,0.0095,0.2467741935
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.1734265734,0.0095,0.2241935484
12.1395,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.3188811189,0.0095,0.185483871
0.410429,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.06433566434,0.0095,0.3887096774
0.410429,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.09603729604,0.0095,0.3112903226
0.410429,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.2843822844,0.0095,0.2919354839
0.410429,1000,1.96E-05,0.001,7.20E-02,0.051,2.7,0.0032,0.44,0.3375291375,0.0095,0.2774193548
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.086,3.02E-03,0.1465517241
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.086,5.92E-03,0.1517241379
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.086,7.82E-03,0.1620689655
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.086,8.94E-03,0.1629310345
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.086,3.02E-03,0.1370689655
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.086,5.87E-03,0.1422413793
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.086,7.71E-03,0.149137931
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.086,8.94E-03,0.1543103448
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.086,1.06E-02,0.1612068966
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.129,2.96E-03,0.1310344828
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.129,5.87E-03,0.1353448276
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.129,7.82E-03,0.1413793103
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.129,8.94E-03,0.1448275862
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.129,2.91E-03,0.125862069
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.129,5.87E-03,0.1301724138
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.129,7.65E-03,0.1336206897
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.129,8.88E-03,0.1405172414
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.129,1.05E-02,0.1448275862
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.173,3.07E-03,0.1198275862
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.173,5.98E-03,0.125
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.173,7.82E-03,0.1301724138
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.173,3.02E-03,0.1112068966
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.173,5.87E-03,0.1172413793
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.173,7.77E-03,0.1206896552
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.173,8.99E-03,0.125
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.25,2.91E-03,0.1120689655
1.12793,994.896,1.90E-05,0.000802099,0.0712685,0.05,0.9,0.0016,0.38,0.25,5.87E-03,0.1172413793
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.25,3.07E-03,0.1017241379
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.25,5.92E-03,0.1051724138
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.25,7.77E-03,0.1103448276
11.557,995.039,1.91E-05,0.000803552,0.0712685,0.05,0.9,0.0016,0.38,0.25,8.94E-03,0.1120689655
1.12793,781.323,1.90E-05,0.000293212,0.0224188,0.05,0.9,0.0016,0.38,0.086,2.97E-03,0.1623893805
11.557,782.156,1.91E-05,0.000296216,0.0224188,0.05,0.9,0.0016,0.38,0.086,2.90E-03,0.1526548673
1.12793,781.323,1.90E-05,0.000293212,0.0224188,0.05,0.9,0.0016,0.38,0.129,2.97E-03,0.15
11.557,782.156,1.91E-05,0.000296216,0.0224188,0.05,0.9,0.0016,0.38,0.129,2.83E-03,0.1384955752
1.12793,781.323,1.90E-05,0.000293212,0.0224188,0.05,0.9,0.0016,0.38,0.173,2.90E-03,0.1314159292
11.557,782.156,1.91E-05,0.000296216,0.0224188,0.05,0.9,0.0016,0.38,0.173,2.90E-03,0.1243362832
1.12793,781.323,1.90E-05,0.000293212,0.0224188,0.05,0.9,0.0016,0.38,0.25,2.90E-03,0.1190265487
11.557,782.156,1.91E-05,0.000296216,0.0224188,0.05,0.9,0.0016,0.38,0.25,2.83E-03,0.1119469027
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.086,2.91E-03,0.1420454545
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.086,5.83E-03,0.1488636364
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.086,7.66E-03,0.1536363636
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.086,8.91E-03,0.1604545455
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.173,3.09E-03,0.1161363636
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.173,6.00E-03,0.1202272727
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.173,7.66E-03,0.1256818182
5.76223,994.96,1.90E-05,0.000802753,0.0712685,0.05,0.9,0.0016,0.38,0.173,8.97E-03,0.1263636364
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.086,2.91E-03,0.1318181818
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.086,5.77E-03,0.1365909091
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.086,7.60E-03,0.1427272727
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.086,8.80E-03,0.1475
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.086,1.09E-02,0.1495454545
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.086,2.91E-03,0.1277272727
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.086,5.83E-03,0.1318181818
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.086,7.66E-03,0.1386363636
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.086,8.97E-03,0.1420454545
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.086,1.09E-02,0.1515909091
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.173,2.91E-03,0.1086363636
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.173,5.89E-03,0.1120454545
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.173,7.66E-03,0.1154545455
4.66994,958.312,2.21E-05,0.000278249,0.0590706,0.05,0.9,0.0016,0.38,0.173,8.86E-03,0.1181818182
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.173,3.09E-03,0.1045454545
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.173,6.11E-03,0.1093181818
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.173,7.77E-03,0.1127272727
9.34413,958.417,2.22E-05,0.000278573,0.0590706,0.05,0.9,0.0016,0.38,0.173,9.03E-03,0.1154545455
5.76223,781.694,1.90E-05,0.000294574,0.0224188,0.05,0.9,0.0016,0.38,0.086,2.72E-03,0.1572375691
5.76223,781.694,1.90E-05,0.000294574,0.0224188,0.05,0.9,0.0016,0.38,0.173,2.88E-03,0.1278453039
4.66994,694.198,2.21E-05,0.000176968,0.0140289,0.05,0.9,0.0016,0.38,0.086,2.80E-03,0.1232044199
9.34413,694.906,2.22E-05,0.000178368,0.0140289,0.05,0.9,0.0016,0.38,0.086,2.80E-03,0.1394475138
9.34413,694.906,2.22E-05,0.000178368,0.0140289,0.05,0.9,0.0016,0.38,0.086,5.67E-03,0.1456353591
4.66994,694.198,2.21E-05,0.000176968,0.0140289,0.05,0.9,0.0016,0.38,0.173,2.95E-03,0.1170165746
9.34413,694.906,2.22E-05,0.000178368,0.0140289,0.05,0.9,0.0016,0.38,0.173,2.95E-03,0.109281768
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,4.87E-04,0.1557446809
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,1.13E-03,0.1889361702
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,1.95E-03,0.2336170213
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,3.39E-03,0.2534042553
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,5.11E-03,0.2789361702
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,4.75E-04,0.1423404255
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,1.14E-03,0.1761702128
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,1.97E-03,0.2144680851
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,3.40E-03,0.2380851064
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.000541,0.52,3.83E-03,5.13E-03,0.2693617021
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00241,0.483,3.83E-03,4.63E-04,0.0970212766
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00241,0.483,3.83E-03,1.17E-03,0.1353191489
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00241,0.483,3.83E-03,1.94E-03,0.1595744681
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00241,0.483,3.83E-03,3.42E-03,0.1914893617
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00241,0.483,3.83E-03,5.14E-03,0.2112765957
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00291,0.483,3.83E-03,4.75E-04,0.0529787234
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00291,0.483,3.83E-03,1.14E-03,0.08744680851
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00291,0.483,3.83E-03,1.94E-03,0.1059574468
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00291,0.483,3.83E-03,3.37E-03,0.1372340426
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00291,0.483,3.83E-03,5.11E-03,0.1538297872
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00413,0.371,3.83E-03,4.75E-04,0.01787234043
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00413,0.371,3.83E-03,1.14E-03,0.03574468085
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00413,0.371,3.83E-03,1.95E-03,0.0529787234
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00413,0.371,3.83E-03,3.41E-03,0.07212765957
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0258,0.152,0.00413,0.371,3.83E-03,5.13E-03,0.1014893617
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.01461313969,0.005193580742,0.1057593183
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.04239635985,0.005193580742,0.1057593183
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.1155321138,0.005193580742,0.104158838
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.1937280537,0.005193580742,0.1025825781
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.2734339141,0.005193580742,0.09950125909
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.444361816,0.005193580742,0.09080159494
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.6078426292,0.005193580742,0.08037358583
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.7568838699,0.005193580742,0.0767795911
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.9278219105,0.005193580742,0.07006654383
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.01416244034,0.02679939819,0.2068756478
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.04306567819,0.02679939819,0.1803460863
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.05799399029,0.02679939819,0.1749289498
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.1155321138,0.02679939819,0.1456771681
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.2734339141,0.02679939819,0.1309284041
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.4306567819,0.02679939819,0.1090344346
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.6271863487,0.02679939819,0.09950125909
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.780970613,0.02679939819,0.09080159494
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.01390961035,0.02679939819,0.2464679668
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.04152550898,0.02679939819,0.2464679668
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.05329031626,0.02679939819,0.251235817
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.1126284993,0.02679939819,0.2372019961
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.1890811772,0.02679939819,0.215532607
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.2620082487,0.02679939819,0.2034931374
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.3493936151,0.02679939819,0.1921261823
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.4233000284,0.02679939819,0.1813941758
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.6095111166,0.02679939819,0.1745746563
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.7527457248,0.02679939819,0.155616186
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00314,0.707,0.8776370809,0.02679939819,0.1526629659
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.01390961035,0.02679939819,0.212776757
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.04073630475,0.02679939819,0.1825389775
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.05432273545,0.02679939819,0.1690718589
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.114810506,0.02679939819,0.1450449978
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.2620082487,0.02679939819,0.1244326023
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.4233000284,0.02679939819,0.1152523788
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.5979271828,0.02679939819,0.1007865079
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.00809,0.337,0.7673290335,0.02679939819,0.09515665853
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.08942766296,0.005193580742,0.1135827068
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.2914679385,0.005193580742,0.116387218
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.4769475358,0.005193580742,0.1177894737
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.642554319,0.005193580742,0.1177894737
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.7203895072,0.005193580742,0.1121804511
1.184,997,1.86E-05,8.90E-04,7.21E-02,0.0924,1.835,0.01172,0.373,0.8611552729,0.005193580742,0.08413533835
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,2.08E-03,0.1143874816
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,4.56E-03,0.1452793638
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,5.21E-03,0.1512043316
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,6.86E-03,0.1673269062
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,8.55E-03,0.1788714266
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,9.65E-03,0.1831849085
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.003,0.36,0.22,1.04E-02,0.1871521319
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.006,0.37,0.22,1.73E-03,0.08917414747
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.006,0.37,0.22,3.63E-03,0.1193798661
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.006,0.37,0.22,5.01E-03,0.1341791252
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.006,0.37,0.22,7.21E-03,0.1585116105
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.114,1,0.006,0.37,0.22,9.22E-03,0.1690917806
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,6.05E-04,0.07634949677
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,2.33E-03,0.0931683632
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,4.40E-03,0.1236215256
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,5.55E-03,0.1386769369
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,7.50E-03,0.1544542272
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.003,0.36,0.22,7.76E-03,0.1569072144
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.006,0.37,0.22,1.20E-03,0.09523156806
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.006,0.37,0.22,2.38E-03,0.1071433818
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.006,0.37,0.22,3.92E-03,0.1295464332
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.006,0.37,0.22,5.89E-03,0.1561540665
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.194,1,0.006,0.37,0.22,7.31E-03,0.1792520411
10.4,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.001970326409,0.05,0.1766292135
10.4,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.003988130564,0.05,0.2575280899
10.4,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.008,0.05,0.3573033708
10.4,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.01502670623,0.05,0.4705617978
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.001970326409,0.05,0.164494382
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.004011869436,0.05,0.2346067416
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.008,0.05,0.3168539326
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.01500296736,0.05,0.4058426966
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.001994065282,0.11,0.1469662921
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.004011869436,0.11,0.1874157303
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.007976261128,0.11,0.2588764045
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.01500296736,0.11,0.3492134831
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.001922848665,0.24,0.09573033708
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.003964391691,0.24,0.126741573
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.007976261128,0.24,0.1712359551
52.2,1000,0.000019,0.001,0.0720649,0.051,1,0.0032,0.43,0.01502670623,0.24,0.2224719101